mouth open,eyes squinting,big eyes,furry,menacing,excited,whiskers,pointy ears,big ears,big nose,old age,big animal,suspicious face,spotted,x,y,image_filename,image_url
0.1441433,0.25053558,0.23410468,0.19714232,0.18096781,0.16509452,0.19751205,0.2532748,0.20173585,0.1863498,0.22846389,0.15118292,0.20546763,0.19822751,5.9191203,1.627454,animal-84.jpg,http://localhost:9001/static/animals5_remote/images/animal-84.jpg
0.16097508,0.23308368,0.21460812,0.1858503,0.18183069,0.16192572,0.18306053,0.22649978,0.16397743,0.17999344,0.21260881,0.17475383,0.21104752,0.18623321,4.2352796,0.3944489,animal-85.jpg,http://localhost:9001/static/animals5_remote/images/animal-85.jpg
0.12002263,0.268589,0.24152954,0.19912563,0.20605822,0.16809826,0.27891645,0.2618363,0.18764861,0.18856186,0.18270516,0.14705318,0.23852831,0.19408679,10.471389,6.995198,animal-86.jpg,http://localhost:9001/static/animals5_remote/images/animal-86.jpg
0.15739949,0.2569222,0.21337481,0.21775329,0.21136476,0.18928035,0.28477284,0.24090447,0.16274796,0.20033647,0.19210394,0.16084693,0.23326713,0.20172839,10.71764,9.348613,animal-87.jpg,http://localhost:9001/static/animals5_remote/images/animal-87.jpg
0.13179408,0.20893185,0.20151113,0.1847197,0.15698545,0.19557452,0.1815597,0.22850604,0.18848391,0.16030915,0.16080123,0.098039575,0.15280522,0.17897363,8.104575,-1.6058233,animal-88.jpg,http://localhost:9001/static/animals5_remote/images/animal-88.jpg
0.15890111,0.27712676,0.2368414,0.22661988,0.18218331,0.18287659,0.28893352,0.25344846,0.16578986,0.1922642,0.17328055,0.10931271,0.21391468,0.19594546,10.853818,6.451283,animal-89.jpg,http://localhost:9001/static/animals5_remote/images/animal-89.jpg
0.13710202,0.25323984,0.22320516,0.19404988,0.1800514,0.17794971,0.27462518,0.2747853,0.19157118,0.17031394,0.17751642,0.110759825,0.2033995,0.19692516,11.578177,5.212407,animal-90.jpg,http://localhost:9001/static/animals5_remote/images/animal-90.jpg
0.15608108,0.22011797,0.18131353,0.17046206,0.19394803,0.1787167,0.15647922,0.20765595,0.16023879,0.19763093,0.20623706,0.18326956,0.18099384,0.18885191,4.3939443,-1.6358607,animal-91.jpg,http://localhost:9001/static/animals5_remote/images/animal-91.jpg
0.15537913,0.25808284,0.23024385,0.20207043,0.19706629,0.17349158,0.25468796,0.25298625,0.1822878,0.18926017,0.1866287,0.13674389,0.2312818,0.20668836,10.728939,7.3022585,animal-92.jpg,http://localhost:9001/static/animals5_remote/images/animal-92.jpg
0.13978276,0.21078002,0.20580357,0.1680274,0.20987724,0.16556033,0.16170998,0.20999564,0.18173511,0.18909232,0.18965258,0.15952075,0.19310032,0.1745776,5.4756827,-1.4336637,animal-93.jpg,http://localhost:9001/static/animals5_remote/images/animal-93.jpg
0.1267303,0.2706009,0.2544018,0.18681468,0.17216875,0.17761327,0.24370438,0.24448764,0.16247608,0.15950175,0.17356761,0.109819464,0.22393978,0.23060203,12.195029,5.105309,animal-94.jpg,http://localhost:9001/static/animals5_remote/images/animal-94.jpg
0.12952627,0.20193537,0.20029974,0.17150038,0.18391915,0.15755576,0.19939555,0.21438426,0.13796435,0.1721413,0.17790337,0.120389424,0.16527455,0.17091161,15.698066,6.993549,animal-95.jpg,http://localhost:9001/static/animals5_remote/images/animal-95.jpg
0.15179084,0.24995261,0.2307264,0.21320485,0.20092331,0.1818524,0.24021554,0.2279426,0.16780965,0.19282065,0.20681266,0.15254523,0.19431646,0.2038259,11.925084,8.416643,animal-96.jpg,http://localhost:9001/static/animals5_remote/images/animal-96.jpg
0.13805331,0.25370863,0.24881047,0.18085396,0.21659374,0.14776953,0.23691146,0.2598163,0.18369906,0.17981212,0.20361741,0.124525845,0.21835734,0.20064199,11.486012,6.719251,animal-97.jpg,http://localhost:9001/static/animals5_remote/images/animal-97.jpg
0.14860116,0.24231689,0.21923715,0.19587164,0.17529841,0.16742547,0.22927904,0.23949571,0.16025327,0.17377727,0.1614028,0.12727624,0.210517,0.19338904,13.807684,6.3056297,animal-98.jpg,http://localhost:9001/static/animals5_remote/images/animal-98.jpg
0.16258667,0.21188037,0.21520925,0.19141935,0.20459229,0.20357157,0.18969484,0.24576807,0.18858476,0.18097389,0.20172691,0.14624546,0.19251995,0.18010402,6.0384808,0.9732163,animal-99.jpg,http://localhost:9001/static/animals5_remote/images/animal-99.jpg
0.143146,0.24819314,0.22059093,0.20984845,0.19497536,0.15987901,0.22941785,0.2565985,0.16446386,0.176157,0.18583733,0.110598125,0.22187828,0.20918502,12.3850975,6.501322,animal-100.jpg,http://localhost:9001/static/animals5_remote/images/animal-100.jpg
0.1271735,0.20515315,0.18800588,0.16069007,0.16852677,0.15473117,0.13660504,0.16094162,0.11040929,0.15358017,0.20107166,0.15245654,0.1593647,0.17522454,5.589327,-3.3122578,animal-101.jpg,http://localhost:9001/static/animals5_remote/images/animal-101.jpg
